,title,star_count,review_count,attributes,summary,address,hours,menu,phone,website,pictures,city,state
500,Wendy's,3.8,876 Google reviews,"['$', 'Fast food restaurant']",Fast-food burger chain serving sides such as chili & baked potatoes.,"3110 S Parker Rd, Aurora, CO 80014","{'Friday': '6:30AM–1AM', 'Saturday': '6:30AM–1AM', 'Sunday': '6:30AM–1AM', 'Monday': '6:30AM–1AM', 'Tuesday': '6:30AM–1AM', 'Wednesday': '6:30AM–1AM', 'Thursday': '6:30AM–1AM'}",https://menu.wendys.com/en_US/categories/?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search,(303) 750-8763,https://locations.wendys.com/united-states/co/aurora/3110-parker-rd?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search,"['https://lh5.googleusercontent.com/p/AF1QipOCbEEdf0rpZBeYbgGgpaA8BqpnUmmZDVA_Cqvg=s816-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO92ebe4fjqwZY-FbS6tYUW32wxsE3XMtqwlGgI=s250-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMO45gRhrA40G53XrMvA5VztGuFbvZfDSeezr02=s400-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNSaZ4pIH-NagpuAWU0BQuNgmthJsBpILlvgkXZ=s250-k-no']",Aurora,Colorado
501,Wendy's,3.8,567 Google reviews,"['$', 'Fast food restaurant']",Fast-food burger chain serving sides such as chili & baked potatoes.,"1255 S Havana St, Aurora, CO 80012","{'Friday': '6:30AM–12AM', 'Saturday': '6:30AM–12AM', 'Sunday': '6:30AM–12AM', 'Monday': '6:30AM–12AM', 'Tuesday': '6:30AM–12AM', 'Wednesday': '6:30AM–12AM', 'Thursday': '6:30AM–12AM'}",https://menu.wendys.com/en_US/categories/?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search,(303) 750-7166,https://locations.wendys.com/united-states/co/aurora/1255-s-havana-st?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search,"['https://lh5.googleusercontent.com/p/AF1QipN2Ur83AxJmZzyfC6aF0fzUaYti5I8xnG6XpXam=s816-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMdopXCnN_T99d7_Ru2sd8d9SVuLokLFw-1G-cQ=s250-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPVQRWWIv7u_UJKyQfGomG25tEHjroyPBJe2KPB=s400-k-no']",Aurora,Colorado
502,Good Times Burgers & Frozen Custard,3.9,207 Google reviews,"['$', 'Fast food restaurant']","Fast-food chain dishing out burgers, chicken sandwiches & burritos, plus many frozen treats.","8950 E Hampden Ave, Denver, CO 80231","{'Friday': '7AM–9PM', 'Saturday': '7AM–9PM', 'Sunday': '7AM–9PM', 'Monday': '7AM–9PM', 'Tuesday': '7AM–9PM', 'Wednesday': '7AM–9PM', 'Thursday': '7AM–9PM'}",https://goodtimesburgers.com/menu/burgers/,(303) 771-7525,https://goodtimesburgers.com/locations/denver-hampden-yosemite/,"['https://lh5.googleusercontent.com/p/AF1QipOWE24CrTRYpC8VLVHg3po4Jt94vhU4VrfJ0MiN=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPt1VQJCyp7kvz12hPcIb6QHIOrsXUWxYKRMiE3=s1000-k-no']",Aurora,Colorado
503,Papa John's Pizza,2.7,201 Google reviews,"['$', 'Pizza restaurant']","Take-out/delivery chain offering classic & specialty pizzas, wings & breadsticks, plus desserts.","580 S Chambers Rd #18, Aurora, CO 80017","{'Friday': '10AM–12AM', 'Saturday': '10AM–12AM', 'Sunday': '10AM–11PM', 'Monday': '10AM–11PM', 'Tuesday': '10AM–11PM', 'Wednesday': '10AM–11PM', 'Thursday': '10AM–11PM'}",https://www.papajohns.com/order/menu?utm_source=gmb&utm_medium=organic,(303) 755-7200,https://locations.papajohns.com/united-states/co/80017/aurora/580-s-chambers-rd?utm_source=gmb&utm_medium=organic,['https://lh5.googleusercontent.com/p/AF1QipNAxb7OUuajat8-StngFyOS8I4SX4_sQwQHnCM=s1032-k-no'],Aurora,Colorado
504,Little Caesars Pizza,3.0,562 Google reviews,"['$', 'Pizza restaurant']","Carry-out chain featuring chicken wings, signature breadsticks & pizza tossed from housemade dough.","10496 E Colfax Ave, Aurora, CO 80010","{'Friday': '10:30AM–10PM', 'Saturday': '10:30AM–10PM', 'Sunday': '10:30AM–10PM', 'Monday': '10:30AM–10PM', 'Tuesday': '10:30AM–10PM', 'Wednesday': '10:30AM–10PM', 'Thursday': '10:30AM–10PM'}",https://littlecaesars.com/en-us/order,(720) 975-2000,https://littlecaesars.com/en-us/store/8144?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=8144,"['https://lh5.googleusercontent.com/p/AF1QipNq_Q81-c4uVJr2NjuqLp5BCslEiHHEHR4D95aq=s676-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM7Uz7tkHTv7YSiZ07TOnxq8s5EuAXtW4oOJv9A=s676-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPtwOefwEaHwvNPlEpkO7levU02XGHlL_5ocZEm=s1000-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM7G43z3IKRMcCQddxdMIa7dQGxpFkqUrNyPrRE=s812-k-no']",Aurora,Colorado
505,A&W Restaurant,2.7,81 Google reviews,"['$', 'Fast food restaurant']","Fast-food outlet serving up namesake root beer & floats, plus burgers, chicken, hot dogs & fries.","1551 S Havana St, Aurora, CO 80012","{'Friday': '10AM–10PM', 'Saturday': '10AM–10PM', 'Sunday': '10AM–10PM', 'Monday': '10AM–10PM', 'Tuesday': '10AM–10PM', 'Wednesday': '10AM–10PM', 'Thursday': '10AM–10PM'}",,(303) 755-1196,https://www.awrestaurants.com/,"['https://lh5.googleusercontent.com/p/AF1QipOqwKnyfEuoOQUhBw6iPwXJu_DR5TOqakF2ad47=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOvQNVvyMSUw1c_jrNKg6OO1Tjva8Gyn5xGISEp=s676-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP6imFe1TvcnDOfOLESRyHamnhG16X4h1aY3q8-=s676-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO7PVsshgh2H-m9lL1OS6Inoi5A80r1O2iYgEyG=s773-k-no']",Aurora,Colorado
506,Wendy's,3.7,842 Google reviews,"['$', 'Fast food restaurant']",Fast-food burger chain serving sides such as chili & baked potatoes.,"16901 E Iliff Ave, Aurora, CO 80013","{'Friday': '6:30AM–2AM', 'Saturday': '6:30AM–2AM', 'Sunday': '6:30AM–1AM', 'Monday': '6:30AM–1AM', 'Tuesday': '6:30AM–1AM', 'Wednesday': '6:30AM–1AM', 'Thursday': '6:30AM–1AM'}",https://menu.wendys.com/en_US/categories/?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search,(303) 368-4040,https://locations.wendys.com/united-states/co/aurora/16901-e.-iliff-ave?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search,"['https://lh5.googleusercontent.com/p/AF1QipPcQogBwuaAR7eY3O0wGwVRwT4Bs6fZCeBCII3O=s816-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMUbpRYr_0MpNblFMOcBAOsteEaH_s2ypFrNQN9=s250-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMo9G-EshzAUzkt5cGFYZWFPKQdLc3roUudHQPQ=s400-k-no']",Aurora,Colorado
507,Tables,4.8,314 Google reviews,"['$$$', 'New American restaurant']",Husband-and-wife duo dish creative New American cuisine in quirky bungalow-style spot with patio.,"2267 Kearney St, Denver, CO 80207","{'Friday': '4–9:30PM', 'Saturday': '5–9:30PM', 'Sunday': 'Closed', 'Monday': 'Closed', 'Tuesday': '4–9:30PM', 'Wednesday': '4–9:30PM', 'Thursday': '4–9:30PM'}",http://places.singleplatform.com/tables/menu?ref=google,(303) 388-0299,http://www.tablesonkearney.com/,"['https://lh5.googleusercontent.com/p/AF1QipM4denivvche_vL2SpJIcgyHrIAaKlk-thwKWOq=s958-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMNRsoWwYGpdfvxQIGe6eju65YW4UUPi8a87K2h=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMqV-TfMN0Axu3Qhan9GxpkOx6DggmjRpwXtfR6=s915-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMztZisrbkLHSR1A5rZBnLa9nHDBoitUZQquTt7=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO2jb5dITjJf65IcGdHsjIugpF-9tNfUDwqqwQ6=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMKeh-bIIG7G1E3xGkIPaJ7mLXOA-goUDdAyZ55=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNBKazawohSAUgpmJ8rQfrYiiLcp6qbLjT-gpxh=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPexWh91BOM3eTx7PPg7KuUsh-F-XMeC-BvSGsf=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNa3a3kygVnhqJRaS6bhT2FPRHh9MhXRKGr1hFd=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPEJyntDkShfjNYkrqvBi93pNuVU3XmxWglKcMD=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOjBfzT-6N6zxo49-M-XnhUYU3sWUzLsUulV-Pj=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM1ZQXZG_MUPjbM_jTliOwWXJmAd3gTq573FYZ7=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNtNuaF7R5wLwR5SfifKz9rv7p0p0bh-n7_SdAQ=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMf-d4BDB5LTqlHmo6vsDKHm3Qh2v3yShvqV16b=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPLPBskBblQkRThFcn8EXM6B-tQw16XUow4wCXn=s773-k-no']",Aurora,Colorado
508,Tables,,,,Husband-and-wife duo dish creative New American cuisine in quirky bungalow-style spot with patio.,"2267 Kearney St, Denver, CO 80207","{'Friday': '4–9:30PM', 'Saturday': '5–9:30PM', 'Sunday': 'Closed', 'Monday': 'Closed', 'Tuesday': '4–9:30PM', 'Wednesday': '4–9:30PM', 'Thursday': '4–9:30PM'}",http://places.singleplatform.com/tables/menu?ref=google,(303) 388-0299,,"['https://lh5.googleusercontent.com/p/AF1QipM4denivvche_vL2SpJIcgyHrIAaKlk-thwKWOq=s958-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMNRsoWwYGpdfvxQIGe6eju65YW4UUPi8a87K2h=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMqV-TfMN0Axu3Qhan9GxpkOx6DggmjRpwXtfR6=s915-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMztZisrbkLHSR1A5rZBnLa9nHDBoitUZQquTt7=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO2jb5dITjJf65IcGdHsjIugpF-9tNfUDwqqwQ6=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMKeh-bIIG7G1E3xGkIPaJ7mLXOA-goUDdAyZ55=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNBKazawohSAUgpmJ8rQfrYiiLcp6qbLjT-gpxh=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPexWh91BOM3eTx7PPg7KuUsh-F-XMeC-BvSGsf=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNa3a3kygVnhqJRaS6bhT2FPRHh9MhXRKGr1hFd=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPEJyntDkShfjNYkrqvBi93pNuVU3XmxWglKcMD=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOjBfzT-6N6zxo49-M-XnhUYU3sWUzLsUulV-Pj=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM1ZQXZG_MUPjbM_jTliOwWXJmAd3gTq573FYZ7=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNtNuaF7R5wLwR5SfifKz9rv7p0p0bh-n7_SdAQ=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMf-d4BDB5LTqlHmo6vsDKHm3Qh2v3yShvqV16b=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPLPBskBblQkRThFcn8EXM6B-tQw16XUow4wCXn=s773-k-no']",Aurora,Colorado
509,Piper Inn,4.4,954 Google reviews,"['$', 'Bar']","Offbeat dive known for its people-watching, pool tournaments, wings & Cantonese specialties.","2251 S Parker Rd, Denver, CO 80231","{'Friday': '11:30AM–9PM', 'Saturday': '11:30AM–9PM', 'Sunday': '11:30AM–9PM', 'Monday': '11:30AM–9PM', 'Tuesday': '11:30AM–9PM', 'Wednesday': '11:30AM–9PM', 'Thursday': '11:30AM–9PM'}",http://piperinn.com/menu/full-menu/,(303) 755-0771,http://www.piperinn.com/,"['https://lh5.googleusercontent.com/p/AF1QipMjRIH2MQQmRupq2AsCo4sGypm79wL_2oqdDIjg=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMePhmUFm21jjEpAkl3mu8DmcC2KdCcHuE9zH2t=s676-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMg3dohKDcqSrnJF1O55jD0iWB2qc_ljDD7A96d=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMpMg1kdiHwjBRGQJnSkWE34TMmk2Nkl9yF1RlJ=s1354-k-no']",Aurora,Colorado
510,Wendy's,3.6,897 Google reviews,"['$', 'Fast food restaurant']",Fast-food burger chain serving sides such as chili & baked potatoes.,"18700 E Hampden Ave, Aurora, CO 80013","{'Friday': '6:30AM–2AM', 'Saturday': '6:30AM–2AM', 'Sunday': '6:30AM–1AM', 'Monday': '6:30AM–1AM', 'Tuesday': '6:30AM–1AM', 'Wednesday': '6:30AM–1AM', 'Thursday': '6:30AM–1AM'}",https://menu.wendys.com/en_US/categories/?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search,(720) 876-2058,https://locations.wendys.com/united-states/co/aurora/18700-e.-hampden-ave?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search,"['https://lh5.googleusercontent.com/p/AF1QipPh-LqU-brJEvhcTeH8De2WqAQHPK_xfeFHMNBd=s816-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOS0sisDnBw9uy5lxDXAPu0Npqw7Q4DmWqiIGCe=s250-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMW48zfC1EA8JcL6D0isx0L_5MLBUEf_rxgv5fx=s250-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNxZbsr3bvMdGCn0-EhNBzFfJ3d0IObCzCZB4mZ=s400-k-no']",Aurora,Colorado
511,Wendy's,3.5,744 Google reviews,"['$', 'Fast food restaurant']",Fast-food burger chain serving sides such as chili & baked potatoes.,"15400 E Colfax Ave, Aurora, CO 80011","{'Friday': '6:30AM–1AM', 'Saturday': '6:30AM–1AM', 'Sunday': '6:30AM–1AM', 'Monday': '6:30AM–1AM', 'Tuesday': '6:30AM–1AM', 'Wednesday': '6:30AM–1AM', 'Thursday': '6:30AM–1AM'}",https://menu.wendys.com/en_US/categories/?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search,(303) 366-8085,https://locations.wendys.com/united-states/co/aurora/15400-e.-colfax-ave?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search,"['https://lh5.googleusercontent.com/p/AF1QipMTkSxDq9yZL9ucJ6PuhM8Gwj_4jyQbHmR_bb9f=s816-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO_k1yecREIyVKFXO_ALKtPFTeV5IkboPiVuc1H=s250-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOPdsS2ZTwXUQcYr765FCUqaNaNdD2YVnlDWh0S=s400-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNIAsTUyri7HWLGNlJe0AXGLQn9J8c4MQIe5E6U=s250-k-no']",Aurora,Colorado
512,Olive Garden Italian Restaurant,4.3,"2,242 Google reviews","['$$', 'Italian restaurant']","Lively, family-friendly chain featuring Italian standards such as pastas & salads, with a full bar.","8314 E Northfield Blvd, Denver, CO 80238","{'Friday': '11AM–10PM', 'Saturday': '11AM–10PM', 'Sunday': '10:30AM–9PM', 'Monday': '11AM–9PM', 'Tuesday': '11AM–9PM', 'Wednesday': '11AM–9PM', 'Thursday': '11AM–9PM'}",https://www.olivegarden.com/menu-listing?cmpid=br:og_ag:ie_ch:loc_ca:OGGMB_dt:20190131_sn:gmb_gt:denver-co-1727_pl:menu_rd:1587,(303) 371-1147,https://www.olivegarden.com/locations/co/denver/denver-northfield-stapleton-shopping-cntr/1727?cmpid=br:og_ag:ie_ch:loc_ca:OGGMB_dt:20190131_sn:gmb_gt:denver-co-1727_pl:locurl_rd:1587,"['https://lh5.googleusercontent.com/p/AF1QipMJ9BFTmVKpMHATfWbGbDw1Ve3idSHMgo7yX_rw=s1000-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM7R6JbvlEHCtfnLUavzBVC3gOHjVWSdqAhB7bM=s676-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMRUuyLlPCIW74ZimDOizcLeajUZnGTRQvJc1dP=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipODyXo3Wn3d5e0IEHVzH7m1ubxSYqw23Rkg7ibA=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipONQFVIRYH4up47RnQShYFxvAErZltOdpjAxS_R=s1000-k-no']",Aurora,Colorado
513,Maverik Adventure's First Stop,4.0,134 Google reviews,['Convenience store'],"Gas-station & convenience-store chain, serving drinks & snacks from burritos to frozen yogurt.","13480 E Mississippi Ave, Aurora, CO 80012","{'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours', 'Monday': 'Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours'}",,(303) 369-7635,http://maverik.com/,"['https://lh5.googleusercontent.com/p/AF1QipP0K-LlVmwJ701jS-BxluKof-CpWQeEesZ95adb=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPDtLXXiU5mWuz0FhcroVy_F0jzk7sdR8gek_oB=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMktUK_6KlLOxy3a9exYpGeqaRXUeDqSOOhbh_S=s773-k-no']",Aurora,Colorado
514,Los Parceros Colombian Restaurant,4.0,331 Google reviews,"['$$', 'Colombian restaurant']",Traditional art adorns the bright yellow walls of this relaxed eatery serving Latin American food.,"5922 E Colfax Ave, Denver, CO 80220","{'Friday': '11AM–9PM', 'Saturday': '11AM–9PM', 'Sunday': '11AM–8PM', 'Monday': '11AM–8PM', 'Tuesday': '11AM–8PM', 'Wednesday': '11AM–8PM', 'Thursday': '11AM–8PM'}",,(720) 379-3808,https://www.facebook.com/pages/Los-Parceros-Restaurante/665256233494310,"['https://lh5.googleusercontent.com/p/AF1QipPHjA79oZOL6VNl3EzE1Bfmd3XRVuX3mvgQUIbZ=s784-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMPMPzjn7FOikI89MmBS-wVrsjtEUQ6QHkY537n=s676-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO8dnkSaGAKd14i28T7RsS-ssl-aAEZuKPzTIIu=s677-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNWoMlyKUqGq6SCM1oJOF4DhY9OUUlcW9eISyYu=s756-k-no']",Aurora,Colorado
515,Denver Biscuit Company,4.7,"4,357 Google reviews","['$$', 'Breakfast restaurant']",Biscuit-based breakfast & sandwich shop set up inside the warehouse-like Atomic Cowboy bar.,"3237 E Colfax Ave, Denver, CO 80206","{'Friday': '8AM–2PM', 'Saturday': '8AM–3PM', 'Sunday': '8AM–3PM', 'Monday': '8AM–2PM', 'Tuesday': '8AM–2PM', 'Wednesday': '8AM–2PM', 'Thursday': '8AM–2PM'}",http://places.singleplatform.com/denver-biscuit-company/menu?ref=google,(303) 377-7900,http://www.denbisco.com/,['https://lh5.googleusercontent.com/p/AF1QipM8DxodmY30VvuCAVd2UfxqSxZERD4IpcUBf791=s871-k-no'],Aurora,Colorado
516,Peak To Peak Tap & Brew,4.5,195 Google reviews,"['$', 'Brewpub']","Casual alehouse with a locally-focused, ever-changing selection of craft brews, plus pub grub.","16701 E Iliff Ave, Aurora, CO 80013","{'Friday': '11:30AM–8PM', 'Saturday': '11:30AM–8PM', 'Sunday': '11:30AM–8PM', 'Monday': '11:30AM–8PM', 'Tuesday': '11:30AM–8PM', 'Wednesday': '11:30AM–8PM', 'Thursday': '11:30AM–8PM'}",http://peakbrews.com/brewery-pub-food/,(720) 446-8714,http://www.peakbrews.com/,"['https://lh5.googleusercontent.com/p/AF1QipOgwphofHSoPSFzwQx3V20T_UdFb0qQB58RvhXJ=s871-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO05lcfy7JqwKi6V2KHhsKt7Q_Ip3quGEF9cspm=s640-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOHUxrZ19fbHpCq7uPaamNYRoS6KB67uOUlufBY=s640-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNpxWZFIirljzXdZjI6WHiF7DrkwqRRb4alDozx=s871-k-no']",Aurora,Colorado
517,Gold Medal - Colorado,4.5,8 Google reviews,['Popcorn store'],,"2450 Airport Blvd unit f, Aurora, CO 80011","{'Friday': '8AM–5PM', 'Saturday': 'Closed', 'Sunday': 'Closed', 'Monday': '8AM–5PM', 'Tuesday': '8AM–5PM', 'Wednesday': '8AM–5PM', 'Thursday': '8AM–5PM'}",,(303) 361-9337,http://www.gmpopcorn.com/company/locations/colorado,,Aurora,Colorado
518,Subway,2.7,63 Google reviews,"['$', 'Sandwich shop']","Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.","12501 E 17th Ave Unit D, Aurora, CO 80045","{'Friday': '7:30AM–7:30PM', 'Saturday': '8:30AM–3PM', 'Sunday': '8AM–3PM', 'Monday': '7:30AM–7:30PM', 'Tuesday': '7:30AM–7:30PM', 'Wednesday': '7:30AM–7:30PM', 'Thursday': '7:30AM–7:30PM'}",https://order.subway.com/en-us/restaurant/43209/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acquisition&utm_content=43209&utm_campaign=yxt-restaurant-listing-allyear-2020&cid=0:tx:0:swy-web:0:0&segment_code=0,(303) 360-7120,https://order.subway.com/en-us/restaurant/43209/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=43209&utm_campaign=evergreen-2020,"['https://lh5.googleusercontent.com/p/AF1QipP_owxfs_z-RYIfJN52X6SO9SDWFWOMTbaiGtYX=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMIQ8GHGE6V_dOKuIGrPql2XvznD4X7lKp_KUg=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOTPeRAF07DSOTJ-8U8G4iiAtSxZwqGhvkvD7oj=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPdSAKq7xbELAb7PTDe66a5GP1_x2T1Dl_-mC8e=s1354-k-no']",Aurora,Colorado
519,Stanley Marketplace,4.6,"3,944 Google reviews",['Food court'],"Airy warehouse hangout housing multiple food vendors, along with other retailers & businesses.","2501 Dallas St, Aurora, CO 80010",,,(720) 990-6743,http://www.stanleymarketplace.com/,"['https://lh5.googleusercontent.com/p/AF1QipNq52KaF8NcLPfk1R8hEh-d0bq38TV75UjtqJ_n=s1172-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMz6cASytUkCQx-qB6VATRUzRbEp2pAB6CLKPrD=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO1fyEb8I3kJ7fNWun102Y1VSM2mmt7H0M1U-dR=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM-ZACkGujW238WHSKDlnG028uyV5uKHVkngohZ=s676-k-no']",Aurora,Colorado
520,Domino's Pizza,3.1,274 Google reviews,"['$', 'Pizza delivery']",Delivery/carryout chain offering a wide range of pizzas & a variety of other dishes & sides.,"15355 E Colfax Ave, Aurora, CO 80011","{'Friday': '10:30AM–1AM', 'Saturday': '10:30AM–1AM', 'Sunday': '10:30AM–12AM', 'Monday': '10:30AM–12AM', 'Tuesday': '10:30AM–12AM', 'Wednesday': '10:30AM–12AM', 'Thursday': '10:30AM–12AM'}",https://www.dominos.com/en/pages/order/menu.jsp?utm_source=locallistings&utm_medium=loclist&utm_campaign=localmapsmenuclick#/menu/category/viewAll/,(303) 360-9091,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,"['https://lh5.googleusercontent.com/p/AF1QipOJI9GlsBBfiKBj0RpKmp2vRnjrAgHF9u6-9c5N=s881-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPakcX7hgSQ8HRwZMXz1oyG2NhkNccqvNkcV4Vp=s650-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNiz_o1pvxvBu2kRp-c8Ezq3NRUqSg0GbrxZ0G8=s650-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNHhBdlH4Eb0YMTNWFYHbKXpO-QgNWzYTeshnVa=s676-k-no']",Aurora,Colorado
521,Summer in Greystone CastleWhy this ad?,,,,,"5331 Flagstaff Rd, Boulder, CO 80302",,,(303) 941-8877,,"['https://lh5.googleusercontent.com/p/AF1QipMyy5xaYPNH_QkBOG_kdl6PyT5fn56bbJLE3Srx=s1029-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMBLXgQ6slNy_wIS9eAAoAGiICjY-OZfa5EoUqc=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNoR_Z2d6oCeK3rWHxMcz3YKq63IzZvcJwrhqkP=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNn0inE36Xrsry43O233QkshAUkxlEaMcSEvLwf=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPBru34ZVUtH6El1XSw2K7LRbUMU0OgySQ0RYLs=s1016-k-no']",Boulder,Colorado
522,Elevations Credit UnionWhy this ad?,,,,,"2960 Diagonal Hwy, Boulder, CO 80301","{'Friday': '8:30AM–5:30PM', 'Saturday': '9AM–12PM', 'Sunday': 'Closed', 'Monday': '8:30AM–5:30PM', 'Tuesday': '8:30AM–5:30PM', 'Wednesday': '8:30AM–5:30PM', 'Thursday': '8:30AM–5:30PM'}",,(303) 443-4672,,"['https://lh5.googleusercontent.com/p/AF1QipO7q8YHStZBFglHXpj5vYzMA2-O5St-6CVEgzCB=s1033-k-no', 'https://lh5.googleusercontent.com/p/AF1QipODLI7qajPO3Z-XSKKYiel1c8ZnJA9VRzNtkK3X=s640-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPcqjsIxuCKMtuwvDeyv6_eSzf_8X93yygHEvKD=s1031-k-no']",Boulder,Colorado
